seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	25071485	25071604	120	*	X01381	25932	25071760	25170815	99056	+	155	upstream	155	CLIC4
chr1	25559610	25559714	105	*	X01392	25949	25548767	25559013	10247	-	596	upstream	596	SYF2
chr1	25665118	25665222	105	*	X01396	57035	25568740	25664656	95917	-	461	upstream	461	RSRP1
chr1	25666603	25666692	90	*	X01397	57035	25568740	25664656	95917	-	1946	upstream	1946	RSRP1
chr1	25757332	25757459	128	*	X01399	55219	25757388	25826698	69311	+	0	overlapStart	0	MACO1
chr1	25757332	25757459	128	*	X01399	6006	25688740	25756683	67944	-	648	upstream	648	RHCE
chr1	25758083	25758202	120	*	X01400	6006	25688740	25756683	67944	-	1399	upstream	1399	RHCE
chr1	25869995	25870129	135	*	X01403	26119	25870076	25895377	25302	+	0	overlapStart	0	LDLRAP1
chr1	25943311	25943402	92	*	X01413	57134	25943959	26111258	167300	+	556	upstream	556	MAN1C1
chr1	26126511	26126660	150	*	X01417	57190	26126667	26144713	18047	+	6	upstream	6	SELENON
chr1	26144343	26144462	120	*	X01421	56181	26146397	26159433	13037	+	1934	upstream	1934	MTFR1L
chr1	26185429	26185623	195	*	X01424	79000	26160497	26185848	25352	-	0	inside	224	AUNIP
chr1	26185924	26186013	90	*	X01425	79000	26160497	26185848	25352	-	75	upstream	75	AUNIP
chr1	26197969	26198058	90	*	X01426	164091	26187975	26197744	9770	-	224	upstream	224	PAQR7
chr1	26233226	26233345	120	*	X01431	100500808	26232853	26232945	93	-	280	upstream	280	MIR3917
chr1	26233226	26233345	120	*	X01431	3925	26210677	26233368	22692	-	0	inside	22	STMN1
chr1	26324244	26324408	165	*	X01432	5051	26286258	26324648	38391	-	0	inside	239	PAFAH2
chr1	26373147	26373233	87	*	X01444	7780	26364514	26372604	8091	-	542	upstream	542	SLC30A2
chr1	26485527	26485556	30	*	X01450	79927	26485511	26489119	3609	+	0	inside	15	FAM110D
chr1	26504056	26504155	100	*	X01455	10256	26503981	26516375	12395	+	0	inside	74	CNKSR1
chr1	26560582	26560799	218	*	X01461	64793	26560693	26605299	44607	+	0	overlapStart	0	CEP85
chr1	26681678	26681760	83	*	X01480	55057	26648350	26680621	32272	-	1056	upstream	1056	CRYBG2
chr1	26798217	26798336	120	*	X01485	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	26798677	26798871	195	*	X01486	3151	26798902	26803133	4232	+	30	upstream	30	HMGN2
chr1	26855938	26856252	315	*	X01491	6195	26856249	26901520	45272	+	0	overlapStart	0	RPS6KA1
chr1	27022241	27022330	90	*	X01498	8289	27022522	27108601	86080	+	191	upstream	191	ARID1A
chr1	27022406	27022525	120	*	X01499	8289	27022522	27108601	86080	+	0	overlapStart	0	ARID1A
chr1	27022764	27022913	150	*	X01500	8289	27022522	27108601	86080	+	0	inside	241	ARID1A
chr1	27153007	27153201	195	*	X01506	84243	27153201	27182211	29011	+	0	overlapStart	0	ZDHHC18
chr1	27153333	27153467	135	*	X01507	84243	27153201	27182211	29011	+	0	inside	131	ZDHHC18
chr1	27189546	27189601	56	*	X01511	2810	27189633	27190947	1315	+	31	upstream	31	SFN
chr1	27217355	27217405	51	*	X01515	54707	27205873	27216869	10997	-	485	upstream	485	GPN2
chr1	27240599	27240688	90	*	X01516	8431	27237975	27240567	2593	-	31	upstream	31	NR0B2
chr1	27320169	27320423	255	*	X01523	388610	27320195	27327377	7183	+	0	overlapStart	0	TRNP1
chr1	27339436	27339540	105	*	X01526	115572	27331511	27339333	7823	-	102	upstream	102	TENT5B
chr1	27481247	27481561	315	*	X01535	6548	27425300	27481621	56322	-	0	inside	59	SLC9A1
chr1	27560695	27560854	160	*	X01536	23038	27561007	27635124	74118	+	152	upstream	152	WDTC1
chr1	27560980	27561054	75	*	X01537	23038	27561007	27635124	74118	+	0	overlapStart	0	WDTC1
chr1	27561235	27561369	135	*	X01538	23038	27561007	27635124	74118	+	0	inside	227	WDTC1
chr1	27648557	27648632	76	*	X01542	84065	27648636	27662891	14256	+	3	upstream	3	TMEM222
chr1	27648557	27648632	76	*	X01542	644961	27650365	27653016	2652	+	1732	upstream	1732	ACTG1P20
chr1	27709718	27709808	91	*	X01556	388611	27705596	27709805	4210	-	0	overlapStart	0	CD164L2
chr1	27710076	27710107	32	*	X01557	388611	27705596	27709805	4210	-	270	upstream	270	CD164L2
chr1	27710475	27710564	90	*	X01558	388611	27705596	27709805	4210	-	669	upstream	669	CD164L2
chr1	27718485	27718694	210	*	X01559	2827	27719148	27722317	3170	+	453	upstream	453	GPR3
chr1	27816581	27816730	150	*	X01562	10163	27730734	27816678	85945	-	0	overlapStart	0	WASF2
chr1	27930043	27930312	270	*	X01608	27245	27860756	27930361	69606	-	0	inside	48	AHDC1
chr1	27930373	27930492	120	*	X01609	27245	27860756	27930361	69606	-	11	upstream	11	AHDC1
chr1	27930732	27930851	120	*	X01610	27245	27860756	27930361	69606	-	370	upstream	370	AHDC1
chr1	27930927	27931146	220	*	X01611	27245	27860756	27930361	69606	-	565	upstream	565	AHDC1
chr1	27931163	27931256	94	*	X01612	27245	27860756	27930361	69606	-	801	upstream	801	AHDC1
chr1	28198912	28199091	180	*	X01621	9473	28199055	28213193	14139	+	0	overlapStart	0	THEMIS2
chr1	28285950	28286069	120	*	X01627	55113	28286504	28294604	8101	+	434	upstream	434	XKR8
chr1	28414851	28414970	120	*	X01628	2140	28296855	28415148	118294	-	0	inside	177	EYA3
chr1	28559181	28559315	135	*	X01630	22826	28526790	28559542	32753	-	0	inside	226	DNAJC8
chr1	28585891	28586010	120	*	X01632	83667	28585963	28609002	23040	+	0	overlapStart	0	SESN2
chr1	28879506	28879625	120	*	X01639	54952	28879529	28905057	25529	+	0	overlapStart	0	TRNAU1AP
chr1	28907948	28908082	135	*	X01641	677838	28906276	28906405	130	-	1542	upstream	1542	SNORA61
chr1	28907948	28908082	135	*	X01641	677825	28906893	28907024	132	-	923	upstream	923	SNORA44
chr1	28907948	28908082	135	*	X01641	692073	28907432	28907565	134	-	382	upstream	382	SNORA16A
chr1	28995536	28995741	206	*	X01643	10691	28995240	29042115	46876	+	0	inside	295	GMEB1
chr1	29062988	29063107	120	*	X01644	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29213297	29213446	150	*	X01648	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450491	29450656	166	*	X01654	399474	29445937	29450421	4485	-	69	upstream	69	TMEM200B
chr1	29451191	29451325	135	*	X01655	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451901	270	*	X01656	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	31190743	31191276	534	*	X01671	100129196	31191619	31199593	7975	+	342	upstream	342	MATN1-AS1
chr1	31196678	31196832	155	*	X01673	4146	31184124	31196432	12309	-	245	upstream	245	MATN1
chr1	31230728	31230847	120	*	X01681	7805	31205315	31230683	25369	-	44	upstream	44	LAPTM5
chr1	31381095	31381286	192	*	X01706	9672	31342313	31381480	39168	-	0	inside	193	SDC3
chr1	31381691	31381777	87	*	X01707	9672	31342313	31381480	39168	-	210	upstream	210	SDC3
chr1	31769982	31770116	135	*	X01715	51538	31769842	31837780	67939	+	0	inside	139	ZCCHC17
chr1	31769982	31770116	135	*	X01715	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846648	121	*	X01716	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32040883	32040987	105	*	X01724	64129	32042086	32053287	11202	+	1098	upstream	1098	TINAGL1
chr1	32226159	32226293	135	*	X01733	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32228679	32229593	915	*	X01736	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229655	32	*	X01737	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32230058	32230173	116	*	X01738	576	32192718	32229648	36931	-	409	upstream	409	ADGRB2
chr1	32404415	32404534	120	*	X01749	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32405282	32405371	90	*	X01750	8073	32372022	32403988	31967	-	1293	upstream	1293	PTP4A2
chr1	32478845	32479159	315	*	X01753	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32539209	420	*	X01754	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X01756	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665889	32666008	120	*	X01757	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X01758	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32687579	32687698	120	*	X01760	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X01761	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X01762	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X01765	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32757650	32757739	90	*	X01767	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X01768	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801839	150	*	X01772	65108	32799430	32801840	2411	-	0	inside	0	MARCKSL1
chr1	32801909	32802013	105	*	X01773	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X01774	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32802746	32802838	93	*	X01775	65108	32799430	32801840	2411	-	905	upstream	905	MARCKSL1
chr1	32803139	32803227	89	*	X01776	65108	32799430	32801840	2411	-	1298	upstream	1298	MARCKSL1
chr1	32859704	32859958	255	*	X01781	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860138	135	*	X01782	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X01786	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X01786	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33168449	33168568	120	*	X01788	81493	33145507	33168361	22855	-	87	upstream	87	SYNC
chr1	33168644	33168748	105	*	X01789	81493	33145507	33168361	22855	-	282	upstream	282	SYNC
chr1	33168824	33168973	150	*	X01790	81493	33145507	33168361	22855	-	462	upstream	462	SYNC
chr1	33207274	33207408	135	*	X01795	57648	33207512	33240571	33060	+	103	upstream	103	KIAA1522
chr1	33283189	33283428	240	*	X01803	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X01803	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X01804	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33366779	33367153	375	*	X01810	113452	33360196	33366953	6758	-	0	overlapStart	0	TMEM54
chr1	33367649	33367738	90	*	X01811	113452	33360196	33366953	6758	-	695	upstream	695	TMEM54
chr1	33546697	33546846	150	*	X01812	113451	33546714	33586131	39418	+	0	overlapStart	0	AZIN2
chr1	33647302	33647571	270	*	X01817	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33721155	33721274	120	*	X01818	149076	33722174	33766320	44147	+	899	upstream	899	ZNF362
chr1	33721755	33721763	9	*	X01819	149076	33722174	33766320	44147	+	410	upstream	410	ZNF362
chr1	33938367	33938606	240	*	X01830	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	35246671	35246880	210	*	X01835	2707	35246790	35251967	5178	+	0	overlapStart	0	GJB3
chr1	35450860	35450964	105	*	X01841	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X01841	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X01842	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X01844	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X01845	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X01846	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X01847	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024496	36024534	39	*	X01848	79932	35899091	36023551	124461	-	944	upstream	944	KIAA0319L
chr1	36024649	36024690	42	*	X01849	79932	35899091	36023551	124461	-	1097	upstream	1097	KIAA0319L
chr1	36184750	36184869	120	*	X01855	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235614	120	*	X01857	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X01858	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36396292	36396381	90	*	X01860	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36554161	36554306	146	*	X01863	54936	36554453	36559533	5081	+	146	upstream	146	ADPRS
chr1	36620717	36620857	141	*	X01876	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X01877	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36621638	36621727	90	*	X01878	55700	36621803	36646441	24639	+	75	upstream	75	MAP7D1
chr1	36621638	36621727	90	*	X01878	27095	36602170	36621654	19485	-	0	overlapStart	0	TRAPPC3
chr1	36622157	36622411	255	*	X01879	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X01880	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X01887	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789973	120	*	X01897	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X01903	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851586	120	*	X01904	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851707	36851826	120	*	X01905	83931	36805225	36851485	46261	-	221	upstream	221	STK40
chr1	36930183	36930302	120	*	X01909	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	37940294	37940428	135	*	X01923	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X01923	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38100523	38100564	42	*	X01927	284654	38076951	38100595	23645	-	0	inside	30	RSPO1
chr1	38157528	38157617	90	*	X01928	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X01928	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38158002	54	*	X01929	55143	38158073	38175391	17319	+	70	upstream	70	CDCA8
chr1	38157949	38158002	54	*	X01929	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158047	38158068	22	*	X01930	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	38158047	38158068	22	*	X01930	54955	38147242	38157888	10647	-	158	upstream	158	C1orf109
chr1	38158458	38158547	90	*	X01931	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38231567	38231656	90	*	X01936	284656	38179553	38230824	51272	-	742	upstream	742	EPHA10
chr1	38259472	38259481	10	*	X01937	149175	38259774	38267278	7505	+	292	upstream	292	MANEAL
chr1	38274009	38274218	210	*	X01940	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X01941	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X01942	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X01943	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38412436	38412630	195	*	X01948	3633	38326369	38412729	86361	-	0	inside	98	INPP5B
chr1	38471429	38471450	22	*	X01954	2275	38462442	38471187	8746	-	241	upstream	241	FHL3
chr1	38471121	38471225	105	*	X01955	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38471889	38471993	105	*	X01956	2275	38462442	38471187	8746	-	701	upstream	701	FHL3
chr1	38472069	38472203	135	*	X01957	2275	38462442	38471187	8746	-	881	upstream	881	FHL3
chr1	38512408	38512518	111	*	X01961	5453	38509523	38512450	2928	-	0	overlapStart	0	POU3F1
chr1	38512579	38512602	24	*	X01962	5453	38509523	38512450	2928	-	128	upstream	128	POU3F1
chr1	39407240	39407359	120	*	X01966	54933	39351479	39407456	55978	-	0	inside	96	RHBDL2
chr1	39456329	39456448	120	*	X01967	79647	39456916	39471737	14822	+	467	upstream	467	AKIRIN1
chr1	39456704	39456749	46	*	X01968	79647	39456916	39471737	14822	+	166	upstream	166	AKIRIN1
chr1	39546557	39546807	251	*	X01971	23499	39547089	39952810	405722	+	281	upstream	281	MACF1
chr1	39546964	39547156	193	*	X01972	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X01981	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	40025142	40025306	165	*	X01986	728448	39987952	40025370	37419	-	0	inside	63	PPIEL
chr1	40042201	40042275	75	*	X01988	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40042617	40042751	135	*	X01989	8761	40026485	40042521	16037	-	95	upstream	95	PABPC4
chr1	40105083	40105202	120	*	X01992	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105397	105	*	X01993	26508	40089103	40105348	16246	-	0	overlapStart	0	HEYL
chr1	40156883	40156987	105	*	X01996	51440	40144645	40157089	12445	-	0	inside	101	HPCAL4
chr1	40157442	40157561	120	*	X01997	51440	40144645	40157089	12445	-	352	upstream	352	HPCAL4
chr1	40157682	40157921	240	*	X01998	51440	40144645	40157089	12445	-	592	upstream	592	HPCAL4
chr1	40204462	40204611	150	*	X02000	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X02001	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40254311	40254371	61	*	X02004	656	40223903	40254533	30631	-	0	inside	161	BMP8B
chr1	40254672	40254776	105	*	X02005	656	40223903	40254533	30631	-	138	upstream	138	BMP8B
chr1	40367737	40367781	45	*	X02006	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420696	40420845	150	*	X02007	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40421071	40421190	120	*	X02008	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506213	90	*	X02010	10487	40506255	40538321	32067	+	41	upstream	41	CAP1
chr1	40723808	40723900	93	*	X02011	10269	40723722	40759856	36135	+	0	inside	85	ZMPSTE24
chr1	40782932	40782985	54	*	X02013	1298	40766163	40783060	16898	-	0	inside	74	COL9A2
chr1	40839164	40839283	120	*	X02014	64744	40839378	40888998	49621	+	94	upstream	94	SMAP2
chr1	40942988	40943137	150	*	X02018	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131605	227	*	X02021	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41158014	41158103	90	*	X02022	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248951	41249100	150	*	X02025	9132	41249684	41306124	56441	+	583	upstream	583	KCNQ4
chr1	41328088	41328123	36	*	X02041	163732	41326728	41328018	1291	-	69	upstream	69	CITED4
chr1	41445260	41445349	90	*	X02046	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41707826	23	*	X02050	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	41707940	41708103	164	*	X02051	22955	41492871	41707815	214945	-	124	upstream	124	SCMH1
chr1	42501306	42501410	105	*	X02073	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42501516	42501573	58	*	X02074	59269	41972036	42501596	529561	-	0	inside	22	HIVEP3
chr1	42502180	42502299	120	*	X02075	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X02079	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846357	390	*	X02080	284716	42846468	42889900	43433	+	110	upstream	110	RIMKLA
chr1	43148214	43148303	90	*	X02081	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43231350	43231454	105	*	X02084	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X02085	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X02086	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X02087	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X02087	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X02088	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X02088	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43283101	43283235	135	*	X02089	374969	43272723	43283059	10337	-	41	upstream	41	SVBP
chr1	43312436	43312720	285	*	X02090	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43423335	43423514	180	*	X02097	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-AS1
chr1	43424630	43424764	135	*	X02098	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424630	43424764	135	*	X02098	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43613785	43613904	120	*	X02106	440585	43613594	43622067	8474	+	0	inside	190	FAM183A
chr1	43638190	43638269	80	*	X02107	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43736378	43736477	100	*	X02109	10969	43629845	43736607	106763	-	0	inside	129	EBNA1BP2
chr1	43823780	43823839	60	*	X02119	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X02120	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X02121	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X02125	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833680	43833874	195	*	X02126	64834	43829068	43833745	4678	-	0	overlapStart	0	ELOVL1
chr1	43855155	43855289	135	*	X02127	23334	43855556	43919918	64363	+	266	upstream	266	SZT2
chr1	43855155	43855289	135	*	X02127	112950	43849579	43855483	5905	-	0	inside	193	MED8
chr1	43855657	43855746	90	*	X02128	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X02128	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43996465	43996498	34	*	X02132	5792	43996547	44089343	92797	+	48	upstream	48	PTPRF
